"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042063","GO:0042063","gliogenesis","81/3671","290/18670",0.000390010536014075,0.00540588516875161,0.0041508901670514,"TGFB2/DAG1/CD9/ADORA2A/EZH2/ANXA1/HDAC2/ABL1/E2F1/ADGRG1/RELN/MAPK1/STAP1/PTK2B/RHOA/GSTP1/TP73/SPINT1/NCSTN/TERT/WDR1/CDK5R1/PSEN1/PRDM8/HDAC10/CSK/PTPN11/CSPG4/LDLR/POU3F1/TNF/APP/TIAM1/B4GALT5/ERBB2/EIF2B1/LTA/HEXB/MYB/CLCF1/DAB2IP/NRG1/STAT3/NRROS/SLC8A3/PRPF19/CDK1/ETV5/LAMB2/PAFAH1B1/LEF1/SOX8/EIF2B2/ILK/KCNJ10/ASCL2/PRMT5/CTNNB1/GSN/KRAS/IL1B/SOD1/BACE2/NFE2L1/TLR2/MYOC/CXCR4/TNFRSF1B/NKX2-1/CREB1/NAB2/WASF3/SOX10/RTN4/NF1/IFNG/MED12/CERS2/CLU/DISC1/PPP1CC",81
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","33/3671","95/18670",0.000401343651355747,0.00552767421015278,0.00424440545985283,"LILRB1/ATAD5/HK1/SASH3/KLK7/SEMA7A/PTPRC/C17orf99/DDX21/SHLD3/TNFSF4/DDX1/CD40/HLA-F/CLCF1/CD244/IL4R/GPI/DHX36/NOD2/MALT1/F2RL1/TLR9/IL4/TNFRSF14/MZB1/TBX21/IL1B/GATA3/FFAR2/IL18/TFRC/CD28",33
"GO:0051651","GO:0051651","maintenance of location in cell","33/3671","95/18670",0.000401343651355747,0.00552767421015278,0.00424440545985283,"JUP/DAG1/ASPM/HK1/DBN1/EZR/HSPA5/OS9/KDELR2/TXN/VPS13C/TLN1/MORC3/SKP1/ARHGAP21/PARK7/PAFAH1B1/SP100/SRI/KDELR1/SPOUT1/FTL/GSN/TLN2/HNRNPU/ALB/HK2/VPS13D/SUPT7L/CAV1/INSIG1/PINK1/GPAA1",33
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","24/3671","62/18670",0.000402264873511745,0.00552767421015278,0.00424440545985283,"ATM/AURKB/PIF1/DCP2/NEK2/CCT5/MAPK1/XRCC5/CCT2/CCT7/DHX36/MAPKAPK5/ACD/NAF1/TINF2/CTNNB1/RTEL1/HNRNPU/SLX4/HMBOX1/TNKS2/CCT3/CCT6A/GNL3L",24
"GO:1905818","GO:1905818","regulation of chromosome separation","24/3671","62/18670",0.000402264873511745,0.00552767421015278,0.00424440545985283,"ATM/PLK1/AURKB/BUB1/CENPF/TTK/DLGAP5/BUB1B/TACC3/BUB3/ANAPC4/NDC80/CENPE/CDT1/ESPL1/IK/MAD2L1/DYNC1LI1/PCID2/CUL3/NEK6/CDC6/FBXO5/CCNB1",24
"GO:0032613","GO:0032613","interleukin-10 production","22/3671","55/18670",0.000405230000889988,0.00555644405521411,0.00426649628554461,"JAK3/LILRB1/SASH3/IL23A/TNFSF4/CD40LG/TRIB2/NOD2/F2RL1/TIGIT/TLR9/PRKCD/CD274/IRF4/LGALS9/PYCARD/FCGR2B/FOXP3/CD83/INAVA/TLR2/CD28",22
"GO:0062033","GO:0062033","positive regulation of mitotic sister chromatid segregation","10/3671","17/18670",0.000424066477467629,0.00578148224944171,0.00443929108204342,"DLGAP5/ANAPC4/CDT1/ESPL1/MACROH2A1/SLF1/CUL3/SLF2/HNRNPU/BECN1",10
"GO:0045070","GO:0045070","positive regulation of viral genome replication","16/3671","35/18670",0.000424123595714794,0.00578148224944171,0.00443929108204342,"TOP2A/HACD3/STAU1/DDB1/PPIB/VAPA/NUCKS1/PPIA/LARP1/TOP2B/PPID/NR5A2/CD28/ADARB1/STOM/RAD23A",16
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","104/3671","390/18670",0.000424362247920126,0.00578148224944171,0.00443929108204342,"HIF1A/KMO/ME1/CBFA2T3/RRM2/MAPK1/HK1/ACSBG1/OGDH/ACLY/SLC2A6/NUP210/PGK1/VCP/EIF6/PSEN1/OGT/PGAM1/PRPS1/ALDOA/IMPDH1/LDHA/APP/GARS1/ADPGK/ADCY9/CDS1/P2RX7/HTR2A/ENO1/AMPD3/ATP5F1B/AK2/ATP5F1C/KYNU/AK8/JMJD8/NUP42/STAT3/PKM/ACAT1/GPI/PGM1/ATP5F1A/GAPDH/ELOVL1/NUP153/PPARGC1A/ATP5PB/NUP98/ATP5MC3/PFKP/HPRT1/TPI1/PDK1/GUCA1B/NPPC/AMPD1/IL4/QPRT/TYMS/DLD/ELOVL5/NUP88/DTYMK/SEC13/NAXE/RNLS/PRKAG1/IGF1/ENO3/NOS1/PGM2L1/NUP214/FASN/RAD50/GMPS/HK2/GSTZ1/ADA/ACSS1/NMNAT2/CAD/GPAM/SUCLG1/PRXL2C/DLAT/PPT1/PARP16/TBPL1/OGDHL/PINK1/DCK/FOXK2/CYC1/ACSL3/ATP5PD/NUDT12/IFNG/PARP9/TK1/TAZ/ADCY10/STOML2",104
"GO:0000281","GO:0000281","mitotic cytokinesis","27/3671","73/18670",0.000426229638278718,0.00579454194811323,0.00444931892634793,"PLK1/MITD1/NUSAP1/RTKN/UNC119/CENPA/RHOA/SEPTIN6/ARF1/KIF4A/KIF20A/ANLN/CDT1/ESPL1/CHMP1B/CHMP2A/CHMP4B/RACGAP1/CHMP7/CEP55/BRCA2/SON/ARL3/CHMP2B/MYH10/RHOB/CHMP3",27
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","43/3671","134/18670",0.000430916592331951,0.00584579615469898,0.00448867429100986,"ATM/WAS/PSMD14/MCM8/NABP1/BLM/POLQ/CDC45/RAD54B/SHLD3/RAD54L/TIMELESS/HUS1B/CGAS/XRCC2/MORF4L1/MCM7/HELB/LIG3/FANCB/MEIOB/RAD52/NUCKS1/CHEK1/RAD51AP1/REC8/BRCA2/PARPBP/RNF138/RAD51B/WRAP53/RTEL1/MCMDC2/RMI2/POLL/SLX4/FIGNL1/RAD50/INO80/MMS22L/RAD51/RECQL4/SMCHD1",43
"GO:0033673","GO:0033673","negative regulation of kinase activity","73/3671","257/18670",0.000434338889871046,0.00587971287010146,0.00451471712323217,"PLK1/PTPN6/ADORA2A/ABL1/PRKAR1A/SH3BP5/GPRC5A/YWHAG/LATS2/GSTP1/CD300A/TFAP4/PTPRC/PSEN1/LAX1/PTPRT/RUBCN/CSK/FOXA2/GMFG/RGS3/HYAL2/PPP2R1A/STK38/CASP3/DUSP3/HEG1/RHOH/RGS14/TRIB1/DAB2IP/LRP6/NPRL2/DNAJC3/GADD45B/TRIB2/SMYD3/TSG101/GADD45A/UCHL1/MACROH2A1/PRKAR2B/PRKCD/GBA/FGFR1OP/DUSP8/PARK7/SMPD1/PIK3IP1/ILK/PTK6/PYCARD/SFRP2/ITPRIP/MBIP/PPP2CA/LRP5/ADIPOQ/PTPN22/DUSP16/IL1B/HNRNPU/PRKRIP1/SPRED1/CAV1/PTPRJ/TNFAIP3/MLLT1/NF1/IFNG/ADARB1/PRDX3/EPHB2",73
"GO:0034332","GO:0034332","adherens junction organization","45/3671","142/18670",0.000437308863916011,0.00590737567018747,0.00453595790828137,"CTNNA1/JUP/NECTIN2/VCL/ABL1/TRIP6/PTK2B/RHOA/FERMT2/CSK/PVR/RAC1/SDC4/CDH26/DUSP3/BCAS3/HIPK1/NECTIN3/CTNND1/CDH20/CDH13/IQGAP1/ARHGAP6/CADM1/PTPRK/DMTN/ADD1/PKP2/CTNNB1/PIP5K1C/PLEKHA7/TESK2/FAM107A/INAVA/BCR/LIMCH1/MYOC/RASSF8/PTK2/IQSEC1/PTPRJ/SLC9A1/RCC2/SORBS1/PIP5K1A",45
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","46/3671","146/18670",0.000438960689269835,0.00591715296994602,0.0045434653739713,"TLR6/TLR10/BIRC3/BTK/LGMN/FCRL3/CD300A/ARRB2/CASP8/TLR1/ITGAM/LILRA4/UNC93B1/GFI1/TLR5/IKBKB/DAB2IP/IRAK4/NR1H3/CTSB/F2RL1/TLR9/PJA2/CTSL/LY96/TRAF3/UBQLN1/IRF4/MAPKAPK3/PIK3AP1/LILRA2/TLR7/CHUK/ITGB2/PTPN22/CD300LF/IRF7/BIRC2/UBE2D2/TLR2/SMPDL3B/HSP90B1/CAV1/TNFAIP3/RFTN1/RTN4",46
"GO:0006643","GO:0006643","membrane lipid metabolic process","61/3671","207/18670",0.000441623245674091,0.00594048484054431,0.00456138066984277,"SGMS2/ALDH3A2/ST8SIA4/FUT7/CERKL/AGK/UGCG/SPTLC1/HACD3/PPP2R1A/TNF/GBGT1/B4GALT5/P2RX7/PGAP3/HEXB/ITGB8/ESYT2/DPM2/ORMDL2/TEX2/DEGS1/PIGT/ST8SIA3/SERINC1/ELOVL1/GAL3ST3/PEMT/SERINC3/SGPP2/PIGH/PRKCD/GBA/ORMDL1/ST8SIA1/VAPA/SMPD1/PIGO/HACD4/PDXDC2P-NPIPB14P/STS/ELOVL5/ACER1/PSAP/NAGA/ST6GALNAC6/PPP2CA/TNFRSF1A/SPTSSB/PIGQ/PLPP3/GLB1/SMPD3/SMPDL3B/PPT1/PLA2G15/PLPP1/FUCA1/CERS2/PIGK/GPAA1",61
"GO:0048538","GO:0048538","thymus development","19/3671","45/18670",0.000442803414175372,0.00594382014480457,0.00456394167164466,"ATM/CCNB2/AIRE/ABL1/ZBTB1/BCL11B/MAPK1/PSEN1/ZMPSTE24/RAF1/FOXN1/HAND2/JARID2/PRDX2/PBX1/CTNNB1/SLC46A2/SOD1/GATA3",19
"GO:0048207","GO:0048207","vesicle targeting, rough ER to cis-Golgi","25/3671","66/18670",0.000452727650929118,0.00605155451220976,0.00464666513179152,"SEC24D/COL7A1/CD59/SEC23A/SEC31A/TRAPPC2/GOLGA2/TFG/RAB1B/NAPA/RAB1A/TMED10/PEF1/SEC24A/TMED2/BET1/SEC16A/CUL3/SEC13/STX5/SAR1A/SCFD1/MCFD2/SEC23IP/USO1",25
"GO:0048208","GO:0048208","COPII vesicle coating","25/3671","66/18670",0.000452727650929118,0.00605155451220976,0.00464666513179152,"SEC24D/COL7A1/CD59/SEC23A/SEC31A/TRAPPC2/GOLGA2/TFG/RAB1B/NAPA/RAB1A/TMED10/PEF1/SEC24A/TMED2/BET1/SEC16A/CUL3/SEC13/STX5/SAR1A/SCFD1/MCFD2/SEC23IP/USO1",25
"GO:0071353","GO:0071353","cellular response to interleukin-4","15/3671","32/18670",0.00045809197917875,0.00611044865950567,0.00469188679841525,"JAK3/CORO1A/IL24/TCF7/SHPK/HSPA5/IL2RG/TUBA1B/IL4R/LEF1/PARP14/KEAP1/CD300LF/FASN/GATA3",15
"GO:0016579","GO:0016579","protein deubiquitination","79/3671","283/18670",0.000465258764340589,0.00618428907380742,0.00474858490429214,"CCNA2/HIF1A/UFD1/PSMD1/BIRC3/PSMC3/PSMB2/PSMD14/UCHL3/USP14/OTUD3/PSMC2/RHOA/PSMD2/USP2/VCP/PSMA3/RAD23B/PSMC1/PSMD3/OGT/STAMBPL1/ARRB2/PSME3/PSMC4/PSMD8/PSMA1/RUVBL1/PSMB6/USP5/USP28/PSMA6/USP11/PSMA2/MBD6/USP15/USP6/PSMB5/PSMD7/PSMB8/ENY2/UCHL1/USP54/CDK1/SKP2/PARK7/RNF123/TRAF3/PSMB1/MDM4/PSMC5/PSMA7/CLSPN/SMAD4/USP9X/RCE1/PSMF1/MINDY1/KEAP1/DDB2/USP13/BIRC2/USP32/MINDY4/PSMB7/PSMD11/OTULIN/GATA3/SIAH2/INO80/ACTR5/BECN1/TNFAIP3/PSMB4/FOXK2/PSMA4/PSMA5/ADRM1/RAD23A",79
"GO:0006998","GO:0006998","nuclear envelope organization","21/3671","52/18670",0.000467532250157066,0.00618428907380742,0.00474858490429214,"PLK1/CNEP1R1/PRKCB/CCNB2/TMEM170A/LMNA/ZMPSTE24/TMEM43/PPP2R1A/CHMP2A/CHMP4B/CHMP7/CDK1/PAFAH1B1/PPP2R2A/NEK6/REEP3/PPP2CA/DCTN1/TOR1A/CCNB1",21
"GO:0032731","GO:0032731","positive regulation of interleukin-1 beta production","21/3671","52/18670",0.000467532250157066,0.00618428907380742,0.00474858490429214,"AIM2/CARD8/HK1/TRIM16/CASP1/CASP8/APP/NLRP1/P2RX7/NOD2/MALT1/PYHIN1/LGALS9/PYCARD/MNDA/LILRA2/LPL/CCL19/INAVA/GSDMD/IFNG",21
"GO:0033619","GO:0033619","membrane protein proteolysis","23/3671","59/18670",0.00046847735612437,0.00618428907380742,0.00474858490429214,"DAG1/NCSTN/TIMP4/PSEN1/ADAM9/TNF/NAPSA/P2RX7/ADAM8/ADAM19/BACE1/ADRA2A/TIMP3/CTSH/SPPL3/MBTPS2/ADAM17/IL1B/BACE2/PARL/FURIN/TNFRSF1B/IFNG",23
"GO:0042130","GO:0042130","negative regulation of T cell proliferation","23/3671","59/18670",0.00046847735612437,0.00618428907380742,0.00474858490429214,"GNRH1/LILRB1/PTPN6/PRKAR1A/SPN/TMEM131L/SDC4/BTN2A2/CASP3/ERBB2/PRNP/CLEC4G/CTLA4/CD274/LGALS9/FOXP3/TNFRSF14/TWSG1/PDE5A/CD80/ARG2/PLA2G2D/ZBTB7B",23
"GO:0001818","GO:0001818","negative regulation of cytokine production","82/3671","296/18670",0.000476141949957406,0.00627248155563723,0.00481630319541517,"CARD8/JAK3/NLRC3/LILRB1/TLR6/TGFB2/PTPN6/ANXA1/UFD1/TRIM25/BTK/KAT5/BANK1/GPR18/GSTP1/INPP5D/PTPRC/CD200R1/TRAF3IP1/INHBA/IL23A/EZR/CSK/NLRC5/SIGIRR/ARRB2/RAC1/TNF/BTN2A2/IL27RA/TNFSF4/RNF125/ACP5/LILRA4/IL12A/CD96/TAX1BP1/SARS1/HLA-F/CD84/NPTN/IL1RL1/PRNP/TRIB2/NCKAP1L/LAPTM4B/F2RL1/TIGIT/TLR9/SLAMF1/GBA/DHX58/CD274/HDAC9/LEF1/CARD16/IL4/POMC/LGALS9/PYCARD/FCGR2B/CMKLR1/FOXP3/ASB1/ANXA4/ADIPOQ/GATA6/TBX21/PTPN22/IGF1/CD83/GATA3/FURIN/NMI/TWSG1/ARG2/TNFAIP3/TRAIP/RARA/ILRUN/IFNG/SSC5D",82
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","73/3671","258/18670",0.000491050173084801,0.00645553794554369,0.00495686240915336,"TLR6/EZH2/MAP4K1/MAPK1/PTK2B/TP73/MAPK11/MAGED1/HACD3/PTPRC/DVL3/PSEN1/PIK3R5/IQGAP3/CSK/PTPN11/CSPG4/ADAM9/TNF/TIAM1/ERBB2/SPAG9/P2RX7/CD40LG/HTR2A/TNFSF11/FGD2/EGF/CD40/ADAM8/NRK/ARHGEF5/DAB2IP/PEA15/NRG1/CARTPT/MLKL/GADD45B/ADRA2A/CRK/NOD2/MAP3K12/GADD45A/CDK1/IQGAP1/RAF1/TLR9/MAPKAPK5/PDE6G/ILK/RASGRP1/MAPKAPK3/PRDX2/TPD52L1/CCL19/IGF1/KRAS/IL1B/SOD1/PIK3CG/KIDINS220/TAOK1/SASH1/PROK2/INAVA/FLT1/C5/ERCC6/CXCR4/TNIK/PDCD10/PDE5A/FRS2",73
"GO:0051099","GO:0051099","positive regulation of binding","54/3671","179/18670",0.000492343065788266,0.00645921684663783,0.00495968724059178,"ANXA2/RIPOR2/ABL1/EIF4G1/CDCA5/MAPRE1/TERT/PSEN1/PPP2CB/APP/TIAM1/CDT1/EGF/ADD2/CLN5/CTBP2/RAPGEF2/TXN/DHX9/H1-0/PYHIN1/GSK3B/POU4F1/PARK7/SPPL3/STK4/CAPRIN2/HAND2/MBD2/IRF4/NIBAN2/ACD/ADD1/PPP2CA/RAN/CTNNB1/SYAP1/DTX3L/IGF1/GATA3/HMBOX1/BDNF/EIF2S1/CAV1/AMFR/MFNG/EBF2/DPH3/RARA/CLIC2/IFNG/PARP9/GNL3L/DDRGK1",54
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","62/3671","212/18670",0.000496805854466455,0.00650438219317889,0.00499436729519828,"KMO/CARD8/LILRB1/TLR6/ABL1/IL24/IRF8/MAPK1/STAP1/KLRK1/RHOA/GSTP1/PAF1/CASP1/AICDA/SIGIRR/ADAM9/TLR1/TNF/SHPK/TNFSF4/IL12A/LDOC1/CD6/CD180/GFI1/TRIB1/DAB2IP/CDC73/CD55/NOD2/LY86/NR1H3/PRPF8/PPARGC1A/MALT1/MTDH/EDNRB/CD274/CDK19/LY96/CARD16/ASS1/PYCARD/FCGR2B/PRDX2/NR1H2/LILRA2/PTPN22/HAMP/IL1B/SASH1/HCK/BCR/CEBPE/TLR2/IL18/TNFRSF1B/CD80/TNFAIP3/RARA/MAPK8",62
"GO:0046165","GO:0046165","alcohol biosynthetic process","53/3671","175/18670",0.000498030555272851,0.00650705495987643,0.00499641956983182,"CYP51A1/PLEK/POR/PLCG2/PTK2B/ACLY/PLCB2/SPTLC1/IMPAD1/G6PD/TNF/GCH1/CYP2R1/HMGCS1/GFI1/CD244/CYP27B1/HMGCS2/SC5D/DHCR7/CYB5R3/GBA/NSDHL/DHFR/PCK2/SEC14L2/PARK7/MBTPS2/DHCR24/DHDDS/ACAT2/ACER1/GOT1/ITPKC/PGP/DGKQ/CLCN2/RAN/IL1B/SOD1/PLCB4/ACAA2/FASN/GPAM/MSMO1/PLPP6/IMPA1/INSIG1/PTS/IFNG/AKR1B1/PPIP5K1/MVK",53
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis","18/3671","42/18670",0.000500406119245916,0.00651140697206522,0.00499976124728841,"DAG1/NCSTN/TIMP4/PSEN1/ADAM9/TNF/P2RX7/ADAM8/ADAM19/BACE1/ADRA2A/TIMP3/ADAM17/IL1B/BACE2/FURIN/TNFRSF1B/IFNG",18
"GO:0097028","GO:0097028","dendritic cell differentiation","18/3671","42/18670",0.000500406119245916,0.00651140697206522,0.00499976124728841,"CAMK4/LILRB1/PSEN1/BATF/CCR7/F2RL1/BATF2/IL4/SPI1/IRF4/LGALS9/FCGR2B/LTBR/TRPM2/CCL19/BATF3/TMEM176A/UBD",18
"GO:0002230","GO:0002230","positive regulation of defense response to virus by host","13/3671","26/18670",0.000502832384421268,0.00652965230767822,0.00501377086492297,"AIM2/LILRB1/APOBEC3G/IL12RB1/IL23A/APOBEC3F/CGAS/SIN3A/PYCARD/SELENOK/DTX3L/ERCC6/PARP9",13
"GO:0007033","GO:0007033","vacuole organization","50/3671","163/18670",0.000511569677285311,0.00657114841917576,0.00504563351013446,"ANXA2/BAG3/RAB7A/CORO1A/ATG12/TP53INP2/ARF1/PSEN1/PIP4K2A/RAB34/P2RX7/HEXB/ATG16L2/NAGPA/RAB1B/CHMP4B/CLN5/RNF5/RAB1A/VPS18/NPRL2/AMBRA1/LAPTM4B/GBA/SH3GLB1/ATG101/FIG4/MFSD8/HPS4/UBQLN1/IFT88/MFN2/LYST/HOOK1/GABARAPL1/RAB23/HPS1/SCFD1/GABARAPL2/VPS35/ATG3/SCARB2/BECN1/WIPI1/STX12/PPT1/RAB3GAP1/PINK1/RAB5A/RAB14",50
"GO:0043383","GO:0043383","negative T cell selection","8/3671","12/18670",0.000512211537692966,0.00657114841917576,0.00504563351013446,"AIRE/DOCK2/PTPRC/ZAP70/THEMIS/CCR7/CD3E/CD28",8
"GO:0045579","GO:0045579","positive regulation of B cell differentiation","8/3671","12/18670",0.000512211537692966,0.00657114841917576,0.00504563351013446,"BTK/INPP5D/IL7/NCKAP1L/PCID2/CD27/PPP2R3C/ATP11C",8
"GO:0048302","GO:0048302","regulation of isotype switching to IgG isotypes","8/3671","12/18670",0.000512211537692966,0.00657114841917576,0.00504563351013446,"ATAD5/PTPRC/IL27RA/CD40/IL4/FOXP3/TBX21/CD28",8
"GO:0051132","GO:0051132","NK T cell activation","8/3671","12/18670",0.000512211537692966,0.00657114841917576,0.00504563351013446,"RASAL3/CD300A/IL23A/IL12A/IL18/ELF4/IL6R/ZBTB7B",8
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","8/3671","12/18670",0.000512211537692966,0.00657114841917576,0.00504563351013446,"NEK2/CDC42/RACGAP1/KNSTRN/HNRNPU/BECN1/CCNB1/RCC2",8
"GO:0000725","GO:0000725","recombinational repair","43/3671","135/18670",0.000513756959344641,0.00657773970438038,0.00505069460560542,"ATM/WAS/PSMD14/MCM8/NABP1/BLM/POLQ/CDC45/RAD54B/SHLD3/RAD54L/TIMELESS/HUS1B/CGAS/XRCC2/MORF4L1/MCM7/HELB/LIG3/FANCB/MEIOB/RAD52/NUCKS1/CHEK1/RAD51AP1/REC8/BRCA2/PARPBP/RNF138/RAD51B/WRAP53/RTEL1/MCMDC2/RMI2/POLL/SLX4/FIGNL1/RAD50/INO80/MMS22L/RAD51/RECQL4/SMCHD1",43
"GO:0043254","GO:0043254","regulation of protein complex assembly","121/3671","467/18670",0.000521272462529337,0.00666058761740893,0.0051143090881214,"AIM2/ATM/NLRC3/TMC8/TLR6/CORO1A/HJURP/MSN/WAS/PLEK/TRABD2A/ABL1/CARMIL2/EIF4G1/MYO1C/PSMC3/NIN/FOSL1/PSMC2/MAPRE1/DBN1/PTK2B/RHOA/HCLS1/PATL2/VILL/MAP2/VCP/ARF1/EVL/TMOD4/KANK1/CDK5R1/TRAF3IP1/FCHSD2/PTPN11/RAC1/FAF1/GMFG/PSMC4/TNF/FCHSD1/CCL26/CDC42/CDT1/LCP1/KIF14/ADD2/BBS10/CAPG/CAMSAP2/DDB1/ARHGEF5/DAB2IP/CLIP1/NAPA/CAPZB/G3BP2/VPS18/SOST/CCR7/TCL1A/INPP5J/DHX36/NCKAP1L/SPTAN1/RAF1/PRKCD/GBA/NCKAP1/SH3GLB1/KIF9/PSRC1/CAPZA2/GSK3B/CDC42EP4/PARK7/PEX14/DRG1/WASL/PSMC5/SLF1/FNIP2/COTL1/SKAP1/PYCARD/BAIAP2/RHOBTB2/SLF2/DMTN/ADD1/ERCC5/PRUNE1/DDB2/CTNNB1/MIEF2/SAR1A/MMP3/GSN/ALB/BIRC2/ARPIN/VPS35/HCK/DCTN1/CTNNBIP1/SLAIN2/GBP5/MECP2/CREB1/INSIG1/DNM1L/XPA/UNC13B/PINK1/MAP1B/ERCC3/IFNG/CLU/TRABD2B/SMAD6",121
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","79/3671","284/18670",0.000522404052519348,0.00666169647772672,0.00511516052266839,"HIF1A/FOXM1/TLR6/PRDX1/NQO1/ARF4/POR/PTK2B/KLRK1/CYP1A1/RHOA/GSTP1/DUOX2/TPO/GBF1/NCF1C/EIF6/NCF1B/NCF1/G6PD/STK17A/RAC1/VAV1/NCF4/TNF/ITGAM/GCH1/COQ7/ACP5/P2RX7/CYBB/ACE2/NDUFS1/STAT3/DUOXA1/VDAC1/SLC25A33/RAC2/NRROS/PRDX6/GADD45A/CCS/F2RL1/ADGRB1/CYB5R4/PRKCD/DHFR/PARK7/AKR1C3/NCF2/ASS1/PRDX2/NOS1AP/GNAI3/ITGB2/MMP3/IL1B/SOD1/NOS1/BIRC2/FOXO1/HK2/PARL/INAVA/PRDX5/BCR/TLR2/RORA/CAV1/BECN1/XDH/ARG2/PINK1/NDUFS4/IFNG/NOX1/CLU/PRDX3/GRIN1",79
"GO:0071887","GO:0071887","leukocyte apoptotic process","35/3671","104/18670",0.000536406573678074,0.0068266034207014,0.00524178374656313,"HIF1A/AURKB/JAK3/SLC7A11/LILRB1/PIK3CD/ANXA1/FASLG/DOCK8/BTK/HCLS1/PDCD1/CASP3/P2RX7/EFNA1/CD3G/ADAM8/MIR17HG/RAPGEF2/CCR7/NOD2/CTSL/CD274/ADAM17/ZC3H8/LGALS9/CD27/KDELR1/CCL19/SLC46A2/IRF7/ADA/IL7R/ARG2/HCAR2",35
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","22/3671","56/18670",0.000544765947954834,0.0068992696925989,0.00529758029126948,"NECTIN2/SLAMF6/STAP1/KLRK1/IL12RB1/PTPRC/IL23A/PVR/VAV1/ITGAM/P2RX7/IL12A/HLA-F/NCR3/F2RL1/MICB/LAMP1/CD1C/RASGRP1/CADM1/CRTAM/STX7",22
"GO:0032615","GO:0032615","interleukin-12 production","22/3671","56/18670",0.000544765947954834,0.0068992696925989,0.00529758029126948,"JAK3/LILRB1/IRF8/MAPK11/LTB/IL23A/ARRB2/TNFSF4/ACP5/CD40LG/CD40/CCR7/IRF5/TIGIT/TLR9/PRKCD/SLAMF1/LGALS9/CMKLR1/CCL19/TLR2/IFNG",22
"GO:0043112","GO:0043112","receptor metabolic process","57/3671","192/18670",0.000545362598034794,0.0068992696925989,0.00529758029126948,"ANXA2/HIF1A/LILRB1/CD63/CD9/HDAC2/CLTC/ZNRF3/LGMN/PLCG2/ITGB1/ANKRD13D/LRPAP1/ARF1/PSEN1/MKLN1/EZR/ARRB2/GRK2/TNF/AP2M1/ITGB3/ACE2/EGF/ACKR3/REP15/NRG1/ITGAV/SNX1/INPP5F/NR1H3/CAPN1/ARFGEF2/EHD3/HNRNPK/ECE1/SH3GLB1/AP2B1/SEC24A/LDLRAP1/RAB31/ADIPOQ/DTX3L/ITGB2/SDCBP/MAGI2/TRAT1/FURIN/CACNG4/CAV1/BECN1/TFRC/IFNG/CXCR1/RAB5A/LMTK2/ADM",57
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","27/3671","74/18670",0.000546848142799053,0.0069043638781916,0.00530149184399874,"BAG3/PLK1/JUP/CCT5/MAPK1/GTSE1/HCLS1/CCT2/PIK3R1/TERT/PSEN1/HYAL2/CCT7/TRIM8/CDK1/PYHIN1/PRKCD/EIF2AK3/PARK7/RAN/FLNA/DTX3L/CCT3/CCT6A/IFNG/PARP9/KAT7",27
"GO:0006275","GO:0006275","regulation of DNA replication","36/3671","108/18670",0.000552483793291103,0.00695670711733312,0.00534168341852941,"CCNA2/E2F8/RFC4/ATAD5/DNA2/ESCO2/DONSON/CHEK2/BLM/AICDA/ZMPSTE24/UCN/RAC1/FAF1/PPP2R1A/CDT1/DBF4/TIMELESS/EHMT2/LIG3/DHX9/CDK1/KCTD13/TICRR/CDAN1/NUCKS1/FBXW7/BRCA2/E2F7/CDC6/PPP2CA/TNFAIP1/INO80/SLFN11/FBXO5/STOML2",36
"GO:0043902","GO:0043902","positive regulation of multi-organism process","56/3671","188/18670",0.000554267129172714,0.00695670711733312,0.00534168341852941,"ANXA2/RAB7A/FCER2/HDAC2/TOP2A/VIP/KLK7/TFAP4/HACD3/INHBA/STAU1/PUM1/CD180/CHMP2A/DDB1/CHMP4B/PPIB/GAPDH/LY86/TSG101/F2RL1/DHX9/KPNA6/POLR2A/DHX58/EDNRB/VAPA/NUCKS1/CAV2/LY96/LEF1/PPIA/LARP1/IGF2R/LGALS9/CCDC87/CHMP2B/POLR2C/PRF1/TOP2B/AURKA/TRIM11/P4HB/SASH1/PPID/AGO2/NR5A2/PDE5A/SNW1/CD28/UNC13B/IFNG/ADARB1/CHMP3/STOM/RAD23A",56
